Date,Open,High,Low,Close,Adj Close,Volume
2021-03-15,42.700001,42.750000,42.299999,42.349998,39.558613,24459092
2021-03-16,42.400002,42.700001,42.349998,42.599998,39.792133,10696723
2021-03-17,42.700001,42.950001,42.650002,42.849998,40.025658,12610495
2021-03-18,42.900002,43.250000,42.900002,43.099998,40.259178,14847330
2021-03-19,43.000000,43.000000,42.599998,42.700001,39.885544,23363273
2021-03-22,46.849998,46.900002,45.049999,45.799999,42.781216,101739337
2021-03-23,46.000000,46.000000,45.599998,45.700001,42.687809,38634240
2021-03-24,45.700001,45.750000,45.500000,45.549999,42.547695,21046019
2021-03-25,45.549999,45.650002,45.349998,45.549999,42.547695,23365601
2021-03-26,45.599998,46.250000,45.599998,46.150002,43.108147,39657094
2021-03-29,46.450001,46.599998,46.200001,46.500000,43.435078,30922259
2021-03-30,46.500000,46.599998,46.250000,46.549999,43.481781,17587121
2021-03-31,46.599998,46.799999,46.549999,46.799999,43.715302,21795575
2021-04-01,46.849998,46.950001,46.599998,46.700001,43.621895,16467460
2021-04-07,46.799999,46.849998,46.700001,46.799999,43.715302,12912095
2021-04-08,46.700001,46.900002,46.599998,46.900002,43.808716,16017336
2021-04-09,46.900002,47.049999,46.700001,46.700001,43.621895,19617259
2021-04-12,46.700001,46.849998,46.700001,46.849998,43.762009,17924180
2021-04-13,46.900002,47.500000,46.849998,47.200001,44.088940,31665945
2021-04-14,47.250000,47.299999,46.599998,47.000000,43.902122,26867430
2021-04-15,47.049999,48.500000,47.000000,47.900002,44.742802,39133935
2021-04-16,47.900002,49.000000,47.750000,49.000000,45.770298,47695838
2021-04-19,49.900002,50.500000,49.750000,50.400002,47.078022,61249917
2021-04-20,53.099998,54.900002,51.099998,52.000000,48.572559,93508919
2021-04-21,52.200001,56.900002,52.099998,55.700001,52.028687,139288322
2021-04-22,57.099998,58.700001,53.500000,54.099998,50.534142,204118684
2021-04-23,53.700001,53.799999,51.099998,53.000000,49.506649,100178086
2021-04-26,53.400002,54.200001,52.099998,53.099998,49.600056,79128167
2021-04-27,53.200001,53.200001,52.500000,52.700001,49.226421,41377713
2021-04-28,52.700001,53.200001,52.099998,53.200001,49.693466,42160659
2021-04-29,53.000000,53.099998,52.099998,52.099998,48.665966,44278591
2021-05-03,52.000000,52.000000,50.599998,51.200001,47.825291,58777017
2021-05-04,51.400002,52.000000,49.000000,50.200001,46.891205,78231709
2021-05-05,50.000000,51.400002,49.599998,50.799999,47.451653,42176418
2021-05-06,50.900002,53.000000,50.900002,53.000000,49.506649,43296087
2021-05-07,53.200001,53.400002,51.700001,52.299999,48.852787,43498987
2021-05-10,52.500000,53.299999,52.200001,52.900002,49.413239,31793217
2021-05-11,52.500000,53.200001,50.900002,51.599998,48.198925,55618761
2021-05-12,51.099998,51.599998,47.500000,49.599998,46.330750,96541137
2021-05-13,47.450001,50.000000,47.250000,49.200001,45.957115,54239861
2021-05-14,49.599998,50.299999,49.299999,49.599998,46.330750,38216971
2021-05-17,47.799999,49.049999,47.500000,47.900002,44.742802,52493587
2021-05-18,48.200001,50.000000,48.200001,50.000000,46.704384,32547736
2021-05-19,49.900002,50.799999,49.500000,50.500000,47.171429,29645899
2021-05-20,51.000000,51.299999,50.000000,50.799999,47.451653,30390649
2021-05-21,53.900002,53.900002,50.799999,51.200001,47.825291,29147242
2021-05-24,50.799999,51.500000,50.400002,51.299999,47.918697,15988634
2021-05-25,51.400002,51.599998,51.000000,51.099998,47.731880,14961924
2021-05-26,51.099998,51.500000,50.599998,50.700001,47.358246,18742986
2021-05-27,50.000000,50.400002,49.849998,50.299999,46.984612,41168637
2021-05-28,50.400002,50.700001,50.099998,50.599998,47.264835,16603052
2021-05-31,50.599998,51.599998,50.500000,51.599998,48.198925,24098963
2021-06-01,51.599998,51.599998,51.200001,51.500000,48.105515,9732252
2021-06-02,51.599998,52.099998,51.400002,52.000000,48.572559,22419835
2021-06-03,52.000000,52.400002,51.799999,52.299999,48.852787,23779035
2021-06-04,52.299999,52.299999,51.700001,51.900002,48.479153,12271629
2021-06-07,51.900002,52.000000,50.799999,51.500000,48.105515,12294980
2021-06-08,51.799999,51.799999,51.099998,51.400002,48.012108,8699258
2021-06-09,51.099998,51.400002,50.799999,51.299999,47.918697,11615158
2021-06-10,51.299999,51.500000,50.900002,51.500000,48.105515,9280463
2021-06-11,51.500000,51.599998,51.200001,51.400002,48.012108,8505691
2021-06-15,51.099998,51.400002,51.000000,51.299999,47.918697,9293985
2021-06-16,51.400002,52.000000,51.299999,51.900002,48.479153,17363075
2021-06-17,51.599998,51.799999,51.400002,51.500000,48.105515,15152537
2021-06-18,51.299999,51.400002,51.000000,51.000000,47.638474,23878531
2021-06-21,50.500000,51.200001,50.400002,50.700001,47.358246,20597819
2021-06-22,50.700001,51.200001,50.599998,50.900002,47.545067,15209019
2021-06-23,50.900002,51.099998,50.500000,51.000000,47.638474,16426809
