Date,Open,High,Low,Close,Adj Close,Volume
2021-03-04,609.000000,611.000000,601.000000,601.000000,596.075623,67711962
2021-03-05,588.000000,605.000000,584.000000,601.000000,596.075623,79918467
2021-03-08,608.000000,610.000000,598.000000,598.000000,593.100159,43219772
2021-03-09,585.000000,595.000000,585.000000,595.000000,590.124756,68768861
2021-03-10,601.000000,601.000000,593.000000,597.000000,592.108398,40146301
2021-03-11,596.000000,612.000000,595.000000,609.000000,604.010071,54416046
2021-03-12,615.000000,618.000000,609.000000,614.000000,608.969055,33168846
2021-03-15,614.000000,614.000000,609.000000,611.000000,605.993652,27416758
2021-03-16,610.000000,613.000000,607.000000,613.000000,607.977295,36949425
2021-03-17,612.000000,612.000000,602.000000,604.000000,601.504150,39517807
2021-03-18,606.000000,609.000000,602.000000,602.000000,599.512390,29415526
2021-03-19,594.000000,598.000000,591.000000,591.000000,588.557861,70866028
2021-03-22,588.000000,598.000000,586.000000,593.000000,590.549622,34089033
2021-03-23,597.000000,603.000000,593.000000,594.000000,591.545471,29374037
2021-03-24,571.000000,582.000000,571.000000,576.000000,573.619873,107253959
2021-03-25,572.000000,581.000000,570.000000,575.000000,572.623962,67833354
2021-03-26,582.000000,592.000000,580.000000,590.000000,587.562012,36829858
2021-03-29,599.000000,602.000000,596.000000,599.000000,596.524780,37884733
2021-03-30,600.000000,600.000000,592.000000,597.000000,594.533081,33099123
2021-03-31,596.000000,597.000000,587.000000,587.000000,584.574402,38790886
2021-04-01,598.000000,602.000000,594.000000,602.000000,599.512390,43091157
2021-04-07,614.000000,614.000000,608.000000,610.000000,607.479370,24603109
2021-04-08,606.000000,613.000000,603.000000,613.000000,610.466980,23976625
2021-04-09,618.000000,618.000000,609.000000,610.000000,607.479370,27303862
2021-04-12,612.000000,613.000000,603.000000,605.000000,602.500000,22606128
2021-04-13,604.000000,613.000000,604.000000,605.000000,602.500000,25971622
2021-04-14,608.000000,612.000000,600.000000,612.000000,609.471069,30077913
2021-04-15,612.000000,619.000000,607.000000,619.000000,616.442139,33530942
2021-04-16,610.000000,611.000000,603.000000,610.000000,607.479370,48507383
2021-04-19,605.000000,607.000000,601.000000,603.000000,600.508301,24231637
2021-04-20,598.000000,602.000000,595.000000,602.000000,599.512390,34771635
2021-04-21,599.000000,599.000000,592.000000,592.000000,589.553711,38458220
2021-04-22,596.000000,598.000000,591.000000,591.000000,588.557861,33868521
2021-04-23,592.000000,602.000000,590.000000,602.000000,599.512390,27754511
2021-04-26,605.000000,610.000000,603.000000,610.000000,607.479370,30887664
2021-04-27,608.000000,611.000000,605.000000,610.000000,607.479370,26317481
2021-04-28,606.000000,608.000000,601.000000,602.000000,599.512390,24024054
2021-04-29,609.000000,609.000000,600.000000,600.000000,597.520691,31828333
2021-05-03,595.000000,597.000000,588.000000,588.000000,585.570251,41762441
2021-05-04,588.000000,594.000000,582.000000,591.000000,588.557861,40273595
2021-05-05,594.000000,594.000000,585.000000,585.000000,582.582642,29254785
2021-05-06,590.000000,590.000000,580.000000,587.000000,584.574402,30725590
2021-05-07,594.000000,600.000000,589.000000,599.000000,596.524780,28075722
2021-05-10,596.000000,597.000000,588.000000,589.000000,586.566101,20434079
2021-05-11,579.000000,580.000000,570.000000,571.000000,568.640503,59349193
2021-05-12,567.000000,571.000000,518.000000,560.000000,557.685974,131741482
2021-05-13,547.000000,563.000000,541.000000,547.000000,544.739685,66765627
2021-05-14,556.000000,562.000000,552.000000,557.000000,554.698364,37533726
2021-05-17,544.000000,558.000000,541.000000,549.000000,546.731445,56270958
2021-05-18,563.000000,573.000000,555.000000,572.000000,569.636353,43689316
2021-05-19,571.000000,572.000000,565.000000,567.000000,564.657043,28908777
2021-05-20,567.000000,571.000000,560.000000,567.000000,564.657043,29709287
2021-05-21,572.000000,577.000000,568.000000,573.000000,570.632263,27376731
2021-05-24,570.000000,572.000000,566.000000,568.000000,565.652893,15629736
2021-05-25,576.000000,584.000000,573.000000,583.000000,580.590942,33039911
2021-05-26,587.000000,588.000000,581.000000,585.000000,582.582642,18703987
2021-05-27,580.000000,582.000000,573.000000,582.000000,579.595032,62169719
2021-05-28,587.000000,592.000000,582.000000,590.000000,587.562012,29086873
2021-05-31,595.000000,597.000000,590.000000,597.000000,594.533081,30657474
2021-06-01,598.000000,599.000000,595.000000,598.000000,595.528931,17818326
2021-06-02,600.000000,600.000000,593.000000,595.000000,592.541321,21872755
2021-06-03,600.000000,600.000000,596.000000,596.000000,593.537231,21077164
2021-06-04,591.000000,595.000000,590.000000,595.000000,592.541321,15756180
2021-06-07,594.000000,595.000000,583.000000,592.000000,589.553711,17077625
2021-06-08,590.000000,595.000000,588.000000,589.000000,586.566101,13396324
2021-06-09,586.000000,588.000000,583.000000,586.000000,583.578552,20023490
2021-06-10,591.000000,599.000000,587.000000,599.000000,596.524780,28527745
2021-06-11,602.000000,603.000000,600.000000,602.000000,599.512390,24227710
2021-06-15,607.000000,609.000000,606.000000,609.000000,606.483459,26012250
2021-06-16,608.000000,608.000000,605.000000,605.000000,602.500000,25856919
2021-06-17,601.000000,606.000000,598.000000,606.000000,606.000000,22872361
2021-06-18,608.000000,608.000000,601.000000,603.000000,603.000000,32652017
2021-06-21,590.000000,594.000000,583.000000,583.000000,583.000000,44279632
2021-06-22,585.000000,588.000000,578.000000,578.000000,578.000000,27823974
2021-06-23,583.000000,598.000000,581.000000,595.000000,595.000000,34392376
2021-06-24,598.000000,598.000000,588.000000,590.000000,590.000000,16524230
2021-06-25,598.000000,598.000000,589.000000,591.000000,591.000000,18841696
2021-06-28,590.000000,590.000000,586.000000,590.000000,590.000000,15028407
2021-06-29,598.000000,598.000000,591.000000,595.000000,595.000000,28659610
2021-06-30,599.000000,599.000000,595.000000,595.000000,595.000000,24883853
2021-07-01,596.000000,597.000000,591.000000,593.000000,593.000000,18250994
2021-07-02,590.000000,593.000000,587.000000,588.000000,588.000000,18322419
2021-07-05,588.000000,597.000000,588.000000,591.000000,591.000000,28836816
2021-07-06,595.000000,596.000000,589.000000,592.000000,592.000000,12997112
2021-07-07,590.000000,594.000000,588.000000,594.000000,594.000000,16966158
2021-07-08,595.000000,595.000000,588.000000,588.000000,588.000000,21140426
2021-07-09,582.000000,585.000000,580.000000,584.000000,584.000000,29029415
2021-07-12,595.000000,597.000000,590.000000,593.000000,593.000000,31304547
2021-07-13,600.000000,608.000000,599.000000,607.000000,607.000000,52540315
2021-07-14,613.000000,615.000000,608.000000,613.000000,613.000000,38418875
2021-07-15,613.000000,614.000000,608.000000,614.000000,614.000000,22012834
2021-07-16,591.000000,595.000000,588.000000,589.000000,589.000000,57970545
2021-07-19,583.000000,584.000000,578.000000,582.000000,582.000000,40644341
2021-07-20,579.000000,584.000000,579.000000,581.000000,581.000000,15354333
2021-07-21,586.000000,586.000000,580.000000,585.000000,585.000000,25828732
2021-07-22,589.000000,594.000000,587.000000,591.000000,591.000000,26058172
2021-07-23,592.000000,592.000000,583.000000,585.000000,585.000000,15271451
2021-07-26,591.000000,591.000000,580.000000,580.000000,580.000000,21619179
2021-07-27,581.000000,584.000000,580.000000,580.000000,580.000000,17785992
2021-07-28,576.000000,579.000000,573.000000,579.000000,579.000000,36158305
2021-07-29,585.000000,585.000000,577.000000,583.000000,583.000000,23224896
2021-07-30,581.000000,582.000000,578.000000,580.000000,580.000000,18999281
2021-08-02,583.000000,590.000000,580.000000,590.000000,590.000000,23482491
2021-08-03,594.000000,594.000000,590.000000,594.000000,594.000000,22747702
2021-08-04,598.000000,598.000000,594.000000,596.000000,596.000000,20313271
2021-08-05,598.000000,598.000000,593.000000,596.000000,596.000000,15116242
2021-08-06,596.000000,596.000000,588.000000,591.000000,591.000000,13687213
2021-08-09,590.000000,595.000000,583.000000,595.000000,595.000000,17390951
2021-08-10,596.000000,596.000000,589.000000,591.000000,591.000000,17190865
2021-08-11,590.000000,590.000000,585.000000,590.000000,590.000000,19969687
2021-08-12,586.000000,588.000000,584.000000,586.000000,586.000000,15444622
2021-08-13,585.000000,585.000000,579.000000,581.000000,581.000000,22524428
2021-08-16,582.000000,586.000000,578.000000,584.000000,584.000000,19315705
2021-08-17,584.000000,584.000000,584.000000,584.000000,584.000000,0
2021-08-18,568.000000,575.000000,566.000000,574.000000,574.000000,43716164
2021-08-19,573.000000,573.000000,559.000000,559.000000,559.000000,38868947
2021-08-20,560.000000,563.000000,551.000000,552.000000,552.000000,45614061
2021-08-23,560.000000,572.000000,559.000000,566.000000,566.000000,33685159
2021-08-24,574.000000,575.000000,571.000000,572.000000,572.000000,24844800
2021-08-25,579.000000,585.000000,574.000000,585.000000,585.000000,27504657
2021-08-26,601.000000,603.000000,591.000000,594.000000,594.000000,43822008
2021-08-27,596.000000,600.000000,593.000000,599.000000,599.000000,27105651
2021-08-30,602.000000,605.000000,599.000000,605.000000,605.000000,36575609
2021-08-31,604.000000,614.000000,598.000000,614.000000,614.000000,52721470
2021-09-01,614.000000,614.000000,608.000000,613.000000,613.000000,30092045
2021-09-02,613.000000,615.000000,607.000000,607.000000,607.000000,24112463
2021-09-03,610.000000,620.000000,610.000000,620.000000,620.000000,51562454
